	TITLE	CATEGORY
989	Making Espresso In Space Will Soon Be As Simple As Brewing A Cup On Earth	t
990	Hong Kong shares hit 8-month low on Fed, China Mobile news	b
991	Fisher Says Timing for Fed Rate Rise Likely Moved Forward	b
992	Netflix hikes US subscription price by $1 a month	t
993	Jennifer Love Hewitt - Jennifer Love Hewitt Heading To Criminal Minds	e
994	Kanye will be pleased! Kim Kardashian shows off her pole dancing skills in  ...	e
995	Kelly Clarkson Gives Birth To Daughter Named River Rose	e
996	Ukraine Jets Prowl Donetsk as Rebels Regroup From Deadliest Rout	b
997	In Commemoration of the 5-Year Anniversary of Michael Jackson's Death, Here  ...	e
998	Canadian dairy producer Saputo to close four factories	b
999	What Everyone Said About 'Sharknado 2' On Twitter Tonight	e
1000	Zac Efron - Zac Efron 'thinking about' High School Musical reunion film	e
1001	Princess Beatrice - Princess Beatrice plans Mila Kunis' hen party	e
1002	US STOCKS-S&P 500, Dow dip as DuPont warns; Nasdaq edges up	b
1003	Nate Berkus And Jeremiah Brent Make Same-Sex Marriage History	e
1004	US corn ratings rise above market view, soybean ratings dip	b
1005	Why Silicon Valley Giants Want Washington to Regulate the Wireless Internet	t
1006	TREASURIES-Long-end prices rise for a 2nd day on month-end support	b
1007	Musk's Battery Plant Boosted as Panasonic Signs Letter of Intent	b
1008	Obama urges Russia to pull back troops from Ukraine border: CBS	b
1009	Super Mario's New Benz Can't Spark Sales of Wii U Console	t
1010	Inside Taylor Swift's A-List 4th of July	e
1011	UPDATE 1-Gowex collapse casts shadow over Spain's alternative market listings	b
1012	Diane Sawyer is LEAVING anchor chair of ABC's 'World News' and will be  ...	e
1013	Neil Patrick Harris And David Burtka Wear Crop Top Tuxes To Met Gala	e
1014	FOREX-Draghi's warnings deflate euro but dollar's rise seen as limited	b
1015	GRAINS-Soybean prices drop to 3-mth low, wheat rises for 2nd day	b
1016	UPDATE 1-Medtronic valve for heart defects works well a year later-study	m
1017	Senate Confirms Two Fed Governors, Makes Fischer Vice Chairman	b
1018	Botox Maker Allergan Is Targeted by Valeant, Ackman's Pershing	b
1019	Labor Dept. Cuts Levels Of Allowable Coal Dust	m
1020	In Yellen We Trust Is Bond Mantra as Inflation Dismissed	b
1021	Dutch teen ARRESTED over 'joke' bomb tweet threat to American Airlines	e
1022	German investor morale drops to lowest in 1-1/2 years in July	b
1023	CORRECTED-UPDATE 3-Rouble, stocks down after Russia says will challenge  ...	b
1024	UPDATE 2-SNB says ready to act as needed in wake of ECB easing	b
1025	CORRECTED-US STOCKS-Wall Street dips as retailer earnings disappoint	b
1026	Animal lover outrage as blonde Texas cheerleader smiles in dozens of photos  ...	e
1027	European shares slip as euro zone recovery slows, ECB looms	b
1028	US judge to hold hearing Friday in Argentina bond dispute	b
1029	Selena Gomez Posts Cryptic Text Message To Instagram	e
1030	Global warming could trigger melting of 'unstable ice plugs' that would raise sea  ...	t
1031	UPDATE 2-Bank of America to pay $9.3 bln to settle mortgage bond claims	b
1032	Bitcoin: the New Era of Wildcat Banking	b
1033	Full-fat please! How dieters are ditching low-calorie products for 'more filling  ...	m
1034	The Top 5 Worst Rated Adam Sandler Movies	e
1035	Stay-at-Home Moms Rise in Reversal of Modern Family Trend (1)	b
1036	Growing Discount Airlines Learn The Hard Way You Can't Leave Workers Behind	b
1037	Miranda Lambert's private jet loses pressure, forced to make emergency landing  ...	e
1038	Exxon Report Claims World 'Highly Unlikely' To Limit Fossil Fuels, Despite Risks	b
1039	UPDATE 2-Nestle sees faster growth after weak start to year	b
1040	CORRECTED-REFILE-At China's Alibaba, chairman Ma's dealings raise red flags	b
1041	Intuit to Acquire Bill-Pay App Check for $360 Million	b
1042	Dollar gains on outlook for hawkish Fed, strong US data	b
1043	Kate Winslet On Being A Mom: 'You Can Because You Must, And You Just DO'	e
1044	UPDATE 2-Wesfarmers exits insurance with sale of broking unit to US insurer	b
1045	Jay Z and Beyonce go on the run	e
1046	Pixar Announces Plans For 'Cars 3' And 'The Incredibles 2'	e
1047	Germany's Yield Turns Negative as Notes Rally on Draghi Outlook	b
1048	Rob Kardashian - Rob Kardashian not speaking to Kim or Khloe	e
1049	Charlie Sheen vs Rihanna: It's A War Of Words Only Twitter Could Bring Us	e
1050	Euro zone inflation seen well below 2 pct in 2014, 15 -Nowotny	b
1051	Five Challenges New Target CEO Can't Address Soon Enough	b
1052	Morrissey Fans Take That Whole Hugging Thing Too Far | ASSOCIATED PRESS	e
1053	UPDATE 2-AIRSHOW-US says 'not giving up' on bringing F-35s to UK air show	b
1054	Fed Cuts Stimulus By Another $10 Billion	b
1055	Chris Brown Thanks Fans And Karrueche Tran From Prison Phone	e
1056	US STOCKS-Wall St to rise after Chinese data, Yahoo up on Alibaba	b
1057	FTSEurofirst hits 6 1/2-yr high as Shire surges on takeover offer	b
1058	Home > Beyonce Knowles > Beyoncé And Jay Z To Do Joint Tour?	e
1059	Google Glass launches in the UK: Explorer scheme is now open to British adults  ...	t
1060	US wins trade case against China over car import duties -source	b
1061	"Setting, Premise and Just A Boatload Of ""American Horror Story"" News"	e
1062	US STOCKS-S&P 500, Dow dip as DuPont warns; Nasdaq edges up	b
1063	Robert De Niro Crashes World Cup Party in Brooklyn. Internet Explodes	e
1064	Medical Marijuana Could Help Treat Some MS Symptoms	m
1065	US STOCKS-Dow, S&P gain on Yellen; Nasdaq ends down for 2nd day	b
1066	US Stock Futures Decline on Data as Iraq Violence Grows	b
1067	US government says 2015 Medicare payments to insurers to rise	b
1068	Macklemore in Hot Water as Fake Witches Nose, Wig and Beard = Racist  ...	e
1069	Chris Martin's Father Opens Up About Son's Split From Gwyneth Paltrow	e
1070	Emirates Scraps Airbus Order, Giving Boeing a Multibillion-Dollar Opening	b
1071	"Freddy Prinze Jr. Blasts ""Unprofessional"" Kiefer Sutherland For Making Him  ..."	e
1072	Minnesota Becomes First State To Ban Antibacterial Chemical Triclosan From  ...	m
1073	Mptf - Bosses Of The Night Before The Oscars Bash Join Beverly Hills Hotel  ...	e
1074	REFILE--Microsoft's Xbox One sales cross 5 million	t
1075	FOREX-Dollar steady near 6-month peak ahead of GDP and Fed tests	b
1076	UPDATE 1-WHO says MERS virus of concern before haj, surge abating	m
1077	Tyson Slumps as Chinese Bird Flu Outbreak Undercuts Sales (2)	b
1078	SNL in racism row after 'slave draft' sketch receives a host of negative comments  ...	e
1079	Kaley Cuoco Opens About Whirlwind Romance With New Husband Ryan  ...	e
1080	Chris Martin - Chris Martin was 'very much at ease'	e
1081	OkCupid's Experiment May Have Broken FTC Rules	t
1082	Miley Cyrus Gets 'A Little Help From Her Fwends' With Group Floyd Tattoo  ...	e
1083	Take that Courteney! David Arquette proposes to Christina McLarty just SIX  ...	e
1084	'Orange is the New Black' Gets Go-Ahead for Third Season.	e
1085	Brad Pitt - 'Farmer' Brad Pitt	e
1086	David Fincher Probably Won't Direct The Steve Jobs Movie	e
1087	Kiefer Sutherland Issues Professional Response To Freddie Prinze Jr.'s  ...	e
1088	COLUMN-Energy scare good for oil stocks in the short term	b
1089	Harrison Ford On The Mend But 'Star Wars: Episode VII' Delayed By Weeks	e
1090	Apple iWatch set to be revealed on September 9th alongside iPhone 6	t
1091	Jon Hamm Worked On Soft-Core Porn Films Before Making It Big	e
1092	TREASURIES-Long bond price rises as traders await Yellen	b
1093	Full House - John Stamos Spearheading Full House Reboot	e
1094	Wireless power inside the body could lead to a new era in 'electronic medicine'	m
1095	Treasuries Fall First Time in Five Days as Services Gauge Climbs	b
1096	Kakao Corp Agrees to Buy Daum to Spur Growth, Gain Seoul Listing	b
1097	Yellen strongly defends easy Fed policies, cites labor slack	b
1098	'Transformers' Shows Worldwide Appeal as China Tops US	e
1099	UPDATE 3-Herbalife says US FTC opens inquiry long sought by Ackman	b
1100	Morgan Stanley's Gorman Seeks Higher Payouts With Goal of 100%	b
1101	UPDATE 3-Lindt buys No.3 slot in US market with candy maker Russell Stover	b
1102	Here are five of Rooney's most memorable movie roles:	e
1103	UPDATE 2-US tests enhanced Aegis system, fires SM-3 missile onshore	b
1104	Lana Del Rey to sing Young and Beautiful at Kim Kardashian and Kanye West's  ...	e
1105	Netflix says Comcast/TWC deal bad for video providers	t
1106	Kris Jenner wears giant wedding ring as she's flanked by Bruce in Paris	e
1107	Tv - Tv Producer Robert Halmi, Sr. Dies At 90	e
1108	CORRECTED-China Premier Li calls for relevant party to step up plane search	b
1109	Abbvie presses case for $46 billion Shire takeover	b
1110	Lindsay Lohan Writes Long List Of Past Lovers, Which Includes Heath Ledger  ...	e
1111	Miley Cyrus Shares Topless Instagram Selfie - Is Anyone Shocked?	e
1112	'Jeopardy!' Champion Arthur Chu Loses After 12-Day Run	e
1113	Euro zone bond yields edge up on positive US growth signs	b
1114	George Clooney Pens Op-Ed Addressing Marriage Rumors, Calls Daily Mail  ...	e
1115	Meet the tiny mouse-like creature with a TRUNK: New species is more closely  ...	t
1116	Better labor, inflation data likely temporary: Fed's Kocherlakota	b
1117	UPDATE 2-JetBlue pilots vote to join union; shares fall	b
1118	UPDATE 2-US auto sales inch higher in March	b
1119	Lockheed beats Raytheon to win US 'Space Fence' contract -sources	b
1120	UPDATE 1-Step up action to curb global warming, or risks rise - UN	t
1121	Coldplay frontman Chris Martin at the center of rumors of friendship with  ...	e
1122	Williams Cos to buy stake in Access Midstream Partners for $3 bln -Bloomberg	b
1123	"Nick Cannon Slammed For White-Faced ""Connor Smallnut"" Persona: How  ..."	e
1124	UPDATE 2-Pimco suffers 14th month of outflows at Total Return Fund	b
1125	Murdoch Said to Seek $14 Billion Deal to Merge Pay-TV Units	b
1126	Japan Center Says Some Data Falsified in Stem-Cell Studies (1)	m
1127	Drink tequila, lose weight? How sugars found in the Mexican spirit have  ...	m
1128	Garth Ancier, David Neuman And Gary Goddard Accused Of Sexual Abuse In  ...	e
1129	EU clears Telefonica, KPN deal in Germany with conditions	b
1130	GM Move to Freeze Lawsuits May Cut Customer Payouts by Billions	b
1131	Obama & Hillary Clinton's Lunch Was A Secret Until People Magazine Spilled  ...	b
1132	Things I Learned From James Franco	e
1133	Taco Bell Refuses To Back Down In Breakfast Wars	b
1134	Vermont Sued by Grocer Group to Block GMO Food Label Law	b
1135	Ebola Crisis In West Africa Worsened By Patients Shunning Treatment	m
1136	Will Arnett Files For Divorce From Amy Poehler	e
1137	Aereo, Shire, Lenovo, Tilted Kilt: Intellectual Property	t
1138	'Modern Family' wins Emmy for best comedy series	e
1139	Thomas Piketty Is No. 1 On Amazon Right Now	b
1140	German yields hit 10-month low after Draghi warns on strong euro	b
1141	Lupita Nyong'o Named People's Most Beautiful, But She's So Much More	e
1142	NASA Tests Saucer-Shaped Craft for Mars Mission	t
1143	BLOGS OF THE DAY: Jessica and Eric finally tie the knot	e
1144	Secret of the 1918 Spanish flu epidemic uncovered	m
1145	Janet Yellen Keeps the Fed on Course	b
1146	China consumer prices rise, but industry deflation persists	b
1147	BP, Shell, Morgan Stanley seek end of oil price-fixing lawsuit	b
1148	Sherri Shepherd And Husband Lamar Sally Separate After Three Years Of  ...	e
1149	German Stocks Tarred by War Find Buyers at Record Value	b
1150	Khloe Kardashian and boyfriend French Montana dress down as they arrive in  ...	e
1151	'Bye b****': Demi Lovato unfollows Selena Gomez on Twitter 'after posting angry  ...	e
1152	Market Structure Nightmare Comes True in Barclays Action	b
1153	This means war! Google throws the latest punch in its battle against Apple as  ...	t
1154	Gender Non-Conforming Teen Forced To Remove Makeup For Driver's License  ...	t
1155	Puerto Rico Debt Bill Sends Yields to Record Highs: Muni Credit	b
1156	PRESS DIGEST- Financial Times - March 26	b
1157	Ohio Mumps Outbreak Up To 56 Reported Cases	m
1158	Time to Party in the USA! Miley Cyrus' stolen $100k Maserati is found in Simi  ...	e
1159	Miranda Lambert Talks Admiration For BeyoncÃ© And Relationship With  ...	e
1160	Angelina Jolie Receives High Honour From Queen Elizabeth II For Fight Against  ...	e
1161	Five people in Hungary monitored for suspected anthrax infection	m
1162	UPDATE 1-Colorado reaps $2.1 mln from first month of recreational pot sales	b
1163	Hank Cochran - Hank Cochran To Be Posthumously Inducted Into Country Music  ...	e
1164	Gabriel Garcia Marquez, Nobel Prize-Winning Novelist, Dies at 87	e
1165	Justin Bieber shares topless selfie from bed as it's revealed he has reached plea  ...	e
1166	One Direction - One Direction Stars Thank Fans Onstage After Video Scandal	e
1167	UPDATE 1-BG sells UK CATS gas pipeline stake to infrastructure fund	b
1168	Obamacare Deadline Extended for Last-Minute Enrollees	b
1169	Strike Two: Obama's Second FCC Chairman Fails on Net Neutrality	t
1170	Justin Bieber all but confirms reunion with Selena Gomez at SXSW	e
1171	UPDATE 2-UK to sell Lloyds Bank shares worth $6.9 billion	b
1172	Twilight's Nikki Reed Separates From American Idol Husband Paul McDonald	e
1173	UPDATE 1-US Congress hearings to put harsh spotlight on GM	t
1174	US Stocks Fall for Week on Global Growth Concern, Iraq	b
1175	Could Justin Bieber Be Behind Selena Gomez & Demi Lovato's 'Feud'?	e
1176	UPDATE 2-China factories struggle, adds to expectations for stimulus	b
1177	UPDATE 4-Japan drugmaker Takeda to fight $6 bln damages awarded by US jury	b
1178	Tech Company That May Not Exist Is Worth $5 Billion	b
1179	Beverly Hills Hotel Boycotted Over Brunei's Sharia Penal Code	e
1180	UPDATE 4-BofA reports first quarterly loss since 2011 on lofty legal bill	b
1181	Make-up free Lea Michele shows off her toned legs in tight black shorts as she  ...	e
1182	GRAINS-Wheat firms 1 percent on US planting delays	b
1183	UPDATE 1-Harbinger offers $10/shr for Central Garden & Pet Co	b
1184	Steve Martin Dismisses 'Father Of The Bride 3' Talk	e
1185	CORRECTED-UPDATE 2-Chicago selected for George Lucas' 'storytelling  ...	e
1186	REFILE-UPDATE 2-SunTrust to pay nearly $1 billion for mortgage origination  ...	b
1187	Microsoft shares flirt with dotcom-boom levels on iPad app report	t
1188	FOREX-Dollar gains against euro as Draghi hints at action	b
1189	ECB FOCUS-Draghi puts euro strength at centre of ECB policy debate	b
1190	FOREX-Dollar struggles on Yellen's dovish stance, pound at 4-1/2-year high	b
1191	UPDATE 3-UK economy basks in manufacturing growth, IMF upgrade	b
1192	Can you tell the difference? World's first robotic broadcasters are so lifelike they  ...	t
1193	Time Inc. Spinoff Will Be Complete In June	b
1194	UPDATE 2-Kerry presses India on global trade deal as deadline looms	b
1195	Poll: Thor Blimey! Marvel's Thunderous Superhero Is A Woman Now. Is This  ...	e
1196	Nasa says Jupiter's 'great red spot' is getting smaller	t
1197	Twitter Explodes Over Ryan Gosling's Baby News: Five Other Celebrity Crushes  ...	e
1198	Pope Francis - Studio Executives Dismiss Rumours Of Cancelled Pope Francis  ...	e
1199	Bryan Singer brands sex abuse allegations 'a sick twisted shake down' as he  ...	e
1200	UPDATE 3-T-Mobile leads industry in subscriber additions	t
1201	"Russell Brand on Rolf Harris ""Newly Cast as the Villain"""	e
1202	Avril Lavigne, Asian Women Are Not Your Props	e
1203	UPDATE 7-Oil inches up as signs of healthy supply tempered by Libya	b
1204	Nobody Knows Why Pierce Brosnan's New Movie Is Called 'The November Man'	e
1205	'Transcendence' Is A Real Bad Flop For Johnny Depp	e
1206	Bulgaria's First Investment Bank shares fall 14.1 pct	b
1207	Bank of Canada Should Keep Rate Low on Growth Risk, IMF Says	b
1208	UPDATE 1-US money manager pleads guilty in long-running fraud case	b
1209	NTSB report reveals pilots in last year's Asiana plane crash were 'confused by  ...	b
1210	"CORRECTED-UPDATE 1-President tells Bulgarians after bank runs: ""Your  ..."	b
1211	Chris Martin still loves Gwyneth Paltrow and wants to rediscover 'their romance	e
1212	One Year After Being Pulled From Rubble, Bangladesh's Miracle Survivor Has A  ...	b
1213	Harrison Ford will 'take up to eight weeks off from filming Star Wars: Episode VII  ...	e
1214	Johnny Depp, Wally Pfister Reunite For Mind-Bending Sci-Fi Flick 'Transcendence'	e
1215	Jennifer Love Hewitt - Jennifer Love Hewitt had 'sweet' wedding	e
1216	Mark Ballas has arm in a sling ahead of Dancing With The Stars finale	e
1217	RPT--Lenovo aims to sell 100 mln smartphones, tablets in coming year	b
1218	An acrobatic stunt went horribly wrong on Sunday during a performance by the  ...	e
1219	FOREX-Euro retreats as ECB steps up verbal campaign	b
1220	SAC Hedge Fund Manager Steinberg's Sentencing Hearing Begins	b
1221	UPDATE 2-New York's Schneiderman seeks curbs on high-frequency traders	b
1222	Asian Stocks Are Little Changed as Hong Kong Gauge Slumps	b
1223	Foreign Climate: Why European Right-Wingers Should Be Tree Huggers	t
1224	Draghi Warns Stronger Euro Would Compel ECB to Ramp Up Stimulus	b
1225	REFILE-Reynolds American profit rises 6.7 pct on higher pricing	b
1226	African Camels Show MERS Virus Is More Widespread Than Believed	m
1227	Why Did A Man Throw Himself Under America Ferrera's Dress At Cannes. Why?	e
1228	Samsung Says $2 Billion for Apple Patents 57 Times Too Much (2)	t
1229	"Russia ""not inclined"" to take over southeast Ukraine - senior official"	b
1230	Tracy Morgan - Tracy Morgan doing better	e
1231	Facebook Told Not To Mess With WhatsApp Privacy Settings	t
1232	Walking The Uninsured Through Obamacare Sign-Ups Is Tiring And Tedious. It  ...	b
1233	State Will No Longer Make Sick People Choose Between Medical Marijuana  ...	m
1234	US STOCKS-Futures edge lower after record high, China data	b
1235	Osborne Picks BOE Deputy as Gender Imbalance Prompts Criticism	b
1236	Colin Firth Declares 'Conscious Uncoupling' From Voicing 'Paddington Bear' In  ...	e
1237	Channing Tatum brands himself 'high-functioning alcoholic' in GQ	e
1238	US Stocks Advance on Optimism Over Economy Before Fed	b
1239	'Frozen' movie lifts Disney quarterly earnings	b
1240	"Miley Cyrus Gives Away New Puppy Moonie Because ""It's Just Too Soon"""	e
1241	Capital One profit rises 10 pct due to lower provision	b
1242	Twitter says hopes full access in Turkey 'returned soon'	b
1243	UPDATE 2-Head of Jeddah hospital replaced as Saudi fights MERS virus	m
1244	Spotify hits 40m users as Apple finalises Beats deal	e
1245	PRESS DIGEST- New York Times business news - May 23	b
1246	Miley Cyrus - Miley Cyrus Hospitalised, Cancels Concert Due To Severe Allergic  ...	e
1247	Gupta's Insider Conviction Tied to Rajaratnam Is Upheld (1)	b
1248	"Kris Jenner Knows Very Little About Kim & Kanye's Special Day: ""I Have Not  ..."	e
1249	Michael Jackson Hologram May Be Joining Katy Perry, Lorde On Stage At  ...	e
1250	Jessica Simpson - Jessica Simpson emotional before wedding	e
1251	How Melissa McCarthyâ€™s Jet Ski Accident Cost 'Tammy' $9000	e
1252	RLPC-AbbVie's Shire merger backed with 13.5 bln stg bridge loan	b
1253	Well... she is a Pretty Woman! Richard Gere is 'quietly dating Top Chef host  ...	e
1254	Neil deGrasse Tyson Talks Asteroids With 9-Year-Old Boy In Michigan	t
1255	UPDATE 2-Chevron Q2 profit tops estimates on higher oil, gas prices	b
1256	UPDATE 4-Stage, screen actress Ruby Dee dies at 91 -family	e
1257	Goldman Expansion Outside NY Leads Investors Into Texas (1)	b
1258	Lindsay Lohan's Show Slammed By Rosie O'Donnell - Is She Right?	e
1259	Julianna Marguiles Renegotiated Josh Charles' 'The Good Wife' Contract	e
1260	South Africa Credit Rating Cut to BBB- by S&P on Weak Growth	b
1261	UPDATE 1-Putin ally expects flurry of China deals in new role	b
1262	Scout Willis Walks Topless In New York	e
1263	The graphic that reveals how Nasa plans to put a man on Mars in 20 years	t
1264	Kylie Jenner's Plunging Jumpsuit At The MMVAs Is Really, Really Racy	e
1265	UPDATE 1-Potential Sprint/T-Mobile deal may prompt US auction rethink	t
1266	CORRECTED-Morgan Stanley quarterly profit more than doubles	b
1267	T-Rex Cafe Fish Tank Bursts At Downtown Disney Restaurant (VIDEO)	b
1268	Wall Street ends up after Citi results, retail sales	b
1269	US FDA seeks ideas for nanotech use in livestock feed	m
1270	Anne Sweeney To Leave Disney TV After 18 Years	e
1271	REFILE-UPDATE 4-New York attorney general accuses Barclays of 'dark pool  ...	b
1272	US Stocks Drop While Treasuries Gain on Spending Data	b
1273	Comcast considers $2.5 bln more in share buyback - Bloomberg	t
1274	Does YOUR dog have 'domestication syndrome'? Scientists reveal why pets  ...	t
1275	American Apparel Adopts Rights Plan to Thwart Ousted CEO	b
1276	Shailene Woodley - Shailene Woodley Raises $60000 For Charity With  ...	e
1277	Jennifer Lawrence & Nicholas Hoult Agree To Ignore Each Other When They're  ...	e
1278	UPDATE 1-Cargill, citing shrinking cattle herd, to shut Wisconsin beef plant	b
1279	"Heads Up, Clone Club! ""Orphan Black"" Renewed For Third Season"	e
1280	Are We Happy With Gareth Edwards Directing The Star Wars Spin-Off? [Poll]	e
1281	US STOCKS-Wall St cuts gains as tech stocks reverse course	b
1282	Mickey Rooney To Be Laid To Rest At Hollywood Forever Cemetery Alongside  ...	e
1283	Jennifer Lopez - Jennifer Lopez Turns The Air Blue On American Idol	e
1284	"Bulgaria's FIBank share drop a ""normal response"": spokesman"	b
1285	Euro-Area Economic Confidence Climbs More Than Expected in May	b
1286	NBC's Burke Sees End to Drought With Prime-Time Ratings Victory	e
1287	China's Stocks Head for Weekly Gain on Economic Growth Optimism	b
1288	Shakira mouths the word 'f***' on live TV... after two of her singers land in the  ...	e
1289	Watch The First Trailer For David Cronenberg's 'Maps To The Stars'	e
1290	Delaware Probing Tilting Bridge Clogging Interstate 95	b
1291	US judge accepts SAC guilty plea, OK's $1.2 billion deal	b
1292	Jerry Lewis Is Still Not A Fan Of Female Comedians	e
1293	REFILE-GLOBAL MARKETS-Dollar firmer, bonds edgy as inflation adds to Fed risk	b
1294	European shares advance as Metro and ProSieben rally	b
1295	Micex Slides With Ruble on Sanctions as Rosneft Falls on Yukos	b
1296	Ryan Gosling Reportedly Wanted Rachel McAdams Kicked Off The 'Notebook' Set	e
1297	Bulgarian Stocks Slide as Central Bank Says Lenders Under Threat	b
1298	Miley Cyrus Urges London Fans To Swap Nicotine For Weed At Comeback  ...	e
1299	New York Premiere of 'Wish I Was Here' [Photos]	e
1300	Lindsay Lohan reveals she had miscarriage in OWN reality show finale	e
1301	Legendary comedian Jerry Lewis flips the bird as he cements his place in  ...	e
1302	Lindsay Lohan admits she's single as she guest hosts The View	e
1303	Nikkei drops to 1-1/2-week low on strong yen, China data	b
1304	UPDATE 3-Medtronic to buy Covidien for $42.9 bln, rebase in Ireland	b
1305	Binoche at Cannes confronts questions of the ageing actress	e
1306	RPT-Fitch Affirms and Withdraws Insurance Australia Group's Ratings at 'AA  ...	b
1307	US Stocks Fall on Retail Earnings as Small-Caps Retreat	b
1308	Drone Almost Struck Airliner Over Florida in March, FAA Says (1)	b
1309	Fox's 'I Wanna Marry Harry', A Royal Fake Wants A Date, But Is This The Lowest  ...	e
1310	'Outlander' Review: A Gorgeous If Rocky Trip To Scotland	e
1311	Fitch Affirms Nordea at 'AA-'; Outlook Stable	b
1312	European Factors to Watch-Shares set to gain for 7th straight session	b
1313	Brent rises above $113, holds near nine-month top as Iraq violence intensifies	b
1314	'Transcendence' Review: It's Like A Clunky TED Talk	e
1315	About The 'Guardians Of The Galaxy' Post-Credits Scene	e
1316	Ahead of the Bell: US construction spending	b
1317	Deutsche Bank sets June 4 to price equity issue - slides	b
1318	UPDATE 1-Adobe results beat estimates on strong subscription growth	b
1319	Barack Obama - Barack Obama Honours Frankie Knuckles In Letter To Loved  ...	e
1320	Apple-Samsung Jury Leaves $120 Million Patent Verdict Intact (1)	t
1321	Citigroup, BofA Said to Face US Lawsuits as Talks Stall	b
1322	Astronomers Uncover Earth-Like Planet That Could Support Life	t
1323	Wheat Poised for Bear Market on Signs of Rising Global Reserves	b
1324	Builders Worked on More US Homes Than Forecast in April	b
1325	Home > Justin Bieber > Selena Gomez And Justin Bieber Split Again?	e
1326	American Apparel Founder's Loan Said to Cede Vote Rights	b
1327	China is trying to build its own ISLAND in our waters, claim the Philippines as  ...	b
1328	Euro zone bond yields fall after Draghi flags ECB action	b
1329	UPDATE 2-Italy's UniCredit posts record $19 bln loss after writedowns	b
1330	Holy Fire Easter Ceremony Draws Orthodox Christians To Church Of The Holy  ...	e
1331	'Sh-t Happens,' Which Is Why Robert Pattinson And Kristen Stewart Broke Up	e
1332	"Mila Kunis Sends Message To All Future Fathers: Stop Saying ""We Are Pregnant"""	e
1333	UPDATE 2-GM names new top spokesman Cervone, turning to old hand	b
1334	Conchita Wurst's Eurovision Victory Sparks Anger In Russia	e
1335	Shell Profit Falls 3 Percent on Lower Production, Higher Costs	b
1336	BofA Tumbles After Stress-Test Error Halts Dividend Increase (4)	b
1337	RPT-Fitch Revises Stanwell's Outlook to Negative; Affirmed at 'AA'	b
1338	Matt Damon Does Ice Bucket Challenge With Toilet Water For 800 Million  ...	e
1339	UPDATE 3-US govt to sell most of Ally Financial stake in IPO	b
1340	Hearts of gold! Keith Urban and Nicole Kidman donate signed guitar to  ...	e
1341	Dollar Snaps Five-Day Losing Stretch Amid Drop in Risk Appetite	b
1342	SAC Capital's Criminal Settlement: Was Justice Done?	b
1343	Can't Find Enough 30-Year Treasuries to Buy? Here's Why	b
1344	India central bank leaves rates on hold; election, monsoon in focus	b
1345	The shy English choirboy who lost his virginity at 22 and the A-Lister loving  ...	e
1346	Cara Delevingne pays homage to Chanel with large beanie... as she skips Karl  ...	e
1347	Russell Crowe - Russell Crowe Praises Darren Aronofsky For Using Cgi For  ...	e
1348	US STOCKS-Wall St gains on Yellen comments and Yahoo; BofA falls	b
1349	CANADA FX DEBT-Canada dollar steady despite oil-price jump	b
1350	Pregnant drivers are almost 50% more likely to crash (but are still safer than men)	m
1351	Deaths fell after Massachusetts healthcare overhaul: study	b
1352	Google Fit to take on Apple in the hi-tech fitness battle	t
1353	"LOS ANGELES (AP) — NBC says Gwen Stefani will be a coach on ""The Voice  ..."	e
1354	Don Draper and Steve Jobs Have Much in Common	t
1355	RPT-Anchor Diane Sawyer to step down from ABC World News show	e
1356	ASML Revenue Forecast Trails Estimates on Slowing Demand (1)	b
1357	Major Broadcasters Try To Take Aereo Streamer Down	e
1358	Tyler, the Creator Posts Bail After Being Charged With Riot Misdemeanour	e
1359	The tiny tapir and the half-pint hedgehog: Canadian fossils reveal the mini  ...	t
1360	UPDATE 3-GM dealers stop selling some Cruze sedans with Takata air bags	t
1361	Europe's Cabbies, Fed Up With Uber, Plan a Day of Traffic Chaos	b
1362	Thanks To 'Guardians Of The Galaxy,' Chris Pratt Is Our Next Giant Movie Star	e
1363	L'wren Scott - L'Wren Scott's social media pages removed	e
1364	'McHale's Navy' Star Bob Hastings Dead At Age 89	e
1365	NASA's Mars Rover 'Opportunity' Breaks Distance Record	t
1366	Selena Gomez exposes her derriere in VERY short cut-offs while heading to a  ...	e
1367	Eliza Dushku Chooses House With Basement Over Rick Fox	e
1368	How China's Government Set Up Alibaba's Success	b
1369	Neil Patrick Harris poses with snakes for Vanity Fair shoot	e
1370	Wheat Rebounds From Weekly Slide as US Rain Threatens	b
1371	RPT-Alibaba's deal-making ripples across Silicon Valley	t
1372	Facebook's Nearby Friends service will share your exact location with friends	t
1373	Twitter Loses a Powerful Executive	b
1374	UPDATE 1-Britain's Glastonbury embraces Metallica's 'heavier side'	e
1375	Danielle Armstrong - TOWIE's Danielle Armstrong: Kim Kardashian is my fashion  ...	e
1376	Gymnast Kacy Catanzaro Absolutely Crushes 'American Ninja Warrior' Obstacle  ...	e
1377	Economist Thomas Piketty 'got his sums wrong' in bestselling book	b
1378	Rare Diamond Shows Earth's Interior Is All Wet, Confirming Long-Held Theory  ...	t
1379	Fitch Affirms Rabobank at 'AA-'; Outlook Negative	b
1380	Could stem cells help people paralysed by MS? Scientists reveal they are  ...	m
1381	UPDATE 1-Apple in talks with Comcast for streaming-TV service - WSJ	t
1382	Sean Combs Drops P Diddy And Re-Adopts Puff Daddy Moniker	e
